Baseline 100%T,,R1 Sulfuric acid + Ferric Sulfate,,R2 Sulfuric acid + Ferric Sulfate,,R3 Sulfuric acid + Ferric Sulfate,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
547.9829102,0.1288440675,547.9829102,0.2253713012,547.9829102,0.05864109099,547.9829102,0.03784441203,
547.0041504,0.1285160929,547.0041504,0.2259151042,547.0041504,0.05876785889,547.0041504,0.03788367286,
545.9874878,0.1282054484,545.9874878,0.2266586125,545.9874878,0.05883030593,545.9874878,0.03791522235,
545.0082397,0.1280680746,545.0082397,0.2271084636,545.0082397,0.05897779763,545.0082397,0.03786404058,
543.9910889,0.1275906414,543.9910889,0.2277618945,543.9910889,0.05902829766,543.9910889,0.03785384446,
543.0114136,0.1272909492,543.0114136,0.2283085734,543.0114136,0.05896646902,543.0114136,0.03780744225,
541.9938965,0.1268981993,541.9938965,0.2289501727,541.9938965,0.0588793084,541.9938965,0.03778081387,
541.0136719,0.1265893579,541.0136719,0.2294255644,541.0136719,0.05922112241,541.0136719,0.03778564185,
539.9957275,0.1265121698,539.9957275,0.2299975008,539.9957275,0.05920474604,539.9957275,0.03781266883,
539.0150757,0.1260213554,539.0150757,0.2307626009,539.0150757,0.05914331228,539.0150757,0.03772877157,
537.996582,0.1254085004,537.996582,0.23162736,537.996582,0.05899428204,537.996582,0.03769319877,
537.015564,0.1250121891,537.015564,0.2323533893,537.015564,0.05882289633,537.015564,0.03748497367,
535.996521,0.1244565919,535.996521,0.2331625968,535.996521,0.05903950706,535.996521,0.0375180766,
535.0150757,0.1241633371,535.0150757,0.2334667444,535.0150757,0.05881865695,535.0150757,0.03737295419,
533.9956055,0.123733297,533.9956055,0.2341204584,533.9956055,0.05858645961,533.9956055,0.03705526143,
533.0137329,0.1232862845,533.0137329,0.2347360849,533.0137329,0.05880463868,533.0137329,0.03699631616,
531.9937744,0.122940667,531.9937744,0.2356341332,531.9937744,0.05897379294,531.9937744,0.03713104874,
531.0114746,0.122393541,531.0114746,0.2365646958,531.0114746,0.05872213095,531.0114746,0.03681209311,
529.9910889,0.1220450625,529.9910889,0.2371351868,529.9910889,0.05851741135,529.9910889,0.03649342805,
529.0082397,0.1216858327,529.0082397,0.237766698,529.0082397,0.05835926905,529.0082397,0.03643441945,
527.9874878,0.1213318259,527.9874878,0.2382348478,527.9874878,0.05878736079,527.9874878,0.03647042438,
527.0042114,0.1212334633,527.0042114,0.2390487641,527.0042114,0.05858767405,527.0042114,0.03636823967,
525.9829712,0.1207375377,525.9829712,0.2397770733,525.9829712,0.05854377151,525.9829712,0.0360480994,
524.9992676,0.1205379888,524.9992676,0.2406015992,524.9992676,0.05836291239,524.9992676,0.03602748364,
524.0153809,0.1204027086,524.0153809,0.2411966771,524.0153809,0.05837416276,524.0153809,0.03578643501,
522.9934692,0.1200301647,522.9934692,0.2419974506,522.9934692,0.05806008354,522.9934692,0.03542689979,
522.0090942,0.1197614297,522.0090942,0.2427635491,522.0090942,0.05806141719,522.0090942,0.03544411436,
520.9867554,0.119886376,520.9867554,0.2438208014,520.9867554,0.0578728579,520.9867554,0.03511379659,
520.0020142,0.119963482,520.0020142,0.2445142567,520.0020142,0.05761077628,520.0020142,0.03494226187,
519.0170288,0.1200168505,519.0170288,0.2453209609,519.0170288,0.0576678291,519.0170288,0.03465143219,
517.9939575,0.1199660078,517.9939575,0.2462330163,517.9939575,0.05790947378,517.9939575,0.03489440307,
517.0085449,0.1201062724,517.0085449,0.2464634925,517.0085449,0.05763043463,517.0085449,0.03439380229,
515.9850464,0.1201791838,515.9850464,0.2474222481,515.9850464,0.05759079754,515.9850464,0.03439335153,
514.9992676,0.1204144955,514.9992676,0.2479041815,514.9992676,0.05753044412,514.9992676,0.03409373388,
514.0131836,0.1206452549,514.0131836,0.2485394478,514.0131836,0.0574860014,514.0131836,0.03396131471,
512.9890137,0.1212583408,512.9890137,0.2494194061,512.9890137,0.05720159039,512.9890137,0.03370856866,
512.0025635,0.1216670573,512.0025635,0.2501251698,512.0025635,0.05712042004,512.0025635,0.0335884057,
511.0158691,0.1217960194,511.0158691,0.2504302561,511.0158691,0.05714740604,511.0158691,0.03338719532,
509.9910278,0.1222680062,509.9910278,0.2509685755,509.9910278,0.05705718324,509.9910278,0.03308620304,
509.0039063,0.1225994006,509.0039063,0.2517790496,509.0039063,0.05705148727,509.0039063,0.0329786092,
508.0166626,0.1231807768,508.0166626,0.2523362041,508.0166626,0.05679222941,508.0166626,0.03273151442,
506.9911804,0.123678267,506.9911804,0.2530927062,506.9911804,0.0568597652,506.9911804,0.03253751248,
506.0034485,0.1242840365,506.0034485,0.2533634007,506.0034485,0.05653902516,506.0034485,0.03205834702,
505.0155334,0.1246353239,505.0155334,0.2540159225,505.0155334,0.05654881522,505.0155334,0.03203641251,
503.9893494,0.1252737194,503.9893494,0.2544491589,503.9893494,0.05625614896,503.9893494,0.0317210108,
503.0010071,0.1257206053,503.0010071,0.2552403212,503.0010071,0.05618850142,503.0010071,0.03160351142,
502.0124817,0.1262013912,502.0124817,0.2556119561,502.0124817,0.0560772121,502.0124817,0.03133593872,
500.9857178,0.1266460419,500.9857178,0.2562344372,500.9857178,0.05597837269,500.9857178,0.03112484328,
499.9967346,0.127181381,499.9967346,0.2565797567,499.9967346,0.05567767471,499.9967346,0.03079431877,
499.0075684,0.1277743727,499.0075684,0.2572028935,499.0075684,0.05561041087,499.0075684,0.03075358272,
498.018219,0.1282753795,498.018219,0.2576479316,498.018219,0.05565216392,498.018219,0.03039890714,
496.9905701,0.1287739724,496.9905701,0.2584021688,496.9905701,0.05567064509,496.9905701,0.03022137284,
496.000824,0.1290405691,496.000824,0.2586178482,496.000824,0.05566522852,496.000824,0.03006951511,
495.0108032,0.1295449585,495.0108032,0.2596870661,495.0108032,0.05556813255,495.0108032,0.02999170683,
493.9825134,0.1298652738,493.9825134,0.2605253458,493.9825134,0.05558045954,493.9825134,0.02989824302,
492.992157,0.1302931458,492.992157,0.2614360154,492.992157,0.05539488792,492.992157,0.02977064438,
492.0015259,0.1306558251,492.0015259,0.261988014,492.0015259,0.05544000119,492.0015259,0.02955149673,
491.0107117,0.1309739798,491.0107117,0.2625724077,491.0107117,0.05582872033,491.0107117,0.02963756956,
489.9815979,0.1312628686,489.9815979,0.263558656,489.9815979,0.05591768771,489.9815979,0.02968202531,
488.9904175,0.1314674765,488.9904175,0.2644408941,488.9904175,0.05576826259,488.9904175,0.02952099033,
487.9990234,0.1316678375,487.9990234,0.2654241025,487.9990234,0.05588335916,487.9990234,0.02952813916,
487.0074158,0.1316583008,487.0074158,0.2663342953,487.0074158,0.05636324361,487.0074158,0.0298547633,
486.0155945,0.1320928484,486.0155945,0.267200768,486.0155945,0.05660277978,486.0155945,0.02992001176,
484.9854736,0.1322933584,484.9854736,0.2685937881,484.9854736,0.0565630272,484.9854736,0.02995165624,
483.9932556,0.1324148774,483.9932556,0.2698791623,483.9932556,0.05670724064,483.9932556,0.03014184348,
483.000885,0.1321862638,483.000885,0.2702078223,483.000885,0.05760888383,483.000885,0.03060926124,
482.0083008,0.1323808432,482.0083008,0.2714593112,482.0083008,0.05799697712,482.0083008,0.0309930481,
481.0155334,0.1323108375,481.0155334,0.2728675902,481.0155334,0.05824493244,481.0155334,0.03129384667,
479.9842834,0.1321401149,479.9842834,0.2744930387,479.9842834,0.05896009505,479.9842834,0.03185467049,
478.9911194,0.1320107877,478.9911194,0.2760206759,478.9911194,0.05950858071,478.9911194,0.03243538365,
477.9977112,0.1319295913,477.9977112,0.2774631977,477.9977112,0.06020001695,477.9977112,0.03284044191,
477.0041504,0.1319102645,477.0041504,0.2785954475,477.0041504,0.06079044566,477.0041504,0.03350934759,
476.010376,0.1315444559,476.010376,0.2796607316,476.010376,0.06150865182,476.010376,0.03413822874,
475.0164185,0.1314516366,475.0164185,0.280954361,475.0164185,0.06241390109,475.0164185,0.03488638252,
473.9840088,0.1313633919,473.9840088,0.2829492092,473.9840088,0.06349736452,473.9840088,0.03586596623,
472.9896545,0.1310760081,472.9896545,0.2847375572,472.9896545,0.06442818046,472.9896545,0.03694690764,
471.9950867,0.1309271902,471.9950867,0.2861473858,471.9950867,0.06546761841,471.9950867,0.03787485883,
471.0003052,0.1307506412,471.0003052,0.2876387239,471.0003052,0.06654657423,471.0003052,0.0389979966,
470.0054321,0.1306267679,470.0054321,0.2891113758,470.0054321,0.06769763678,470.0054321,0.04020528495,
469.0102844,0.1305153966,469.0102844,0.2912514508,469.0102844,0.06914964318,469.0102844,0.04164329171,
468.0149231,0.1303853244,468.0149231,0.2933652103,468.0149231,0.07076878846,468.0149231,0.04323160276,
466.9811707,0.1304618418,466.9811707,0.2951162457,466.9811707,0.07226113975,466.9811707,0.04467176646,
465.9855042,0.1304623038,465.9855042,0.2973410189,465.9855042,0.07409935445,465.9855042,0.04642593116,
464.9895325,0.130561024,464.9895325,0.2996293902,464.9895325,0.0758234188,464.9895325,0.04822979122,
463.9934692,0.1307097971,463.9934692,0.3022457957,463.9934692,0.07809153199,463.9934692,0.0505162105,
462.9972229,0.1309633702,462.9972229,0.3051895499,462.9972229,0.08031928539,462.9972229,0.05292878672,
462.0007324,0.1313398927,462.0007324,0.3079495728,462.0007324,0.0825355798,462.0007324,0.05521703884,
461.0040588,0.131675154,461.0040588,0.310844481,461.0040588,0.08483700454,461.0040588,0.05769209936,
460.0072327,0.132059142,460.0072327,0.3135939837,460.0072327,0.08736933023,460.0072327,0.06021699682,
459.0102539,0.1325924844,459.0102539,0.3162666857,459.0102539,0.09026352316,459.0102539,0.06310396641,
458.0130005,0.1331842989,458.0130005,0.3205051124,458.0130005,0.09384530038,458.0130005,0.06701208651,
457.015625,0.1337046921,457.015625,0.3249705136,457.015625,0.09737899154,457.015625,0.07066722214,
456.0180359,0.1344027817,456.0180359,0.328817457,456.0180359,0.10095153,456.0180359,0.07456347346,
454.981842,0.1349222064,454.981842,0.3334597349,454.981842,0.1053092554,454.981842,0.0791817829,
453.9838867,0.1356442273,453.9838867,0.3384917974,453.9838867,0.110158518,453.9838867,0.08430943638,
452.9857483,0.1363156885,452.9857483,0.3439454734,452.9857483,0.1154948026,452.9857483,0.08985038102,
451.9873657,0.1369176209,451.9873657,0.3490714729,451.9873657,0.120828405,451.9873657,0.09551595896,
450.9888916,0.1374665499,450.9888916,0.3550149798,450.9888916,0.1265925467,450.9888916,0.1014811099,
449.9902039,0.1379992813,449.9902039,0.3610833883,449.9902039,0.1327688992,449.9902039,0.1081742123,
448.9913025,0.1385743469,448.9913025,0.3681045473,448.9913025,0.1399792284,448.9913025,0.1158182546,
447.9922791,0.1391785592,447.9922791,0.3755428791,447.9922791,0.1477274299,447.9922791,0.1242743582,
446.992981,0.1397846788,446.992981,0.3832881451,446.992981,0.1560451835,446.992981,0.1331049502,
445.9935913,0.1402060986,445.9935913,0.3911561668,445.9935913,0.1644120365,445.9935913,0.1422395408,
444.993988,0.140664801,444.993988,0.399589777,444.993988,0.1737943888,444.993988,0.1524621248,
443.9941406,0.1411552876,443.9941406,0.4103804231,443.9941406,0.185322389,443.9941406,0.1650154591,
442.9941711,0.1416923255,442.9941711,0.4217026234,442.9941711,0.1976946443,442.9941711,0.177823782,
441.9940186,0.1420623958,441.9940186,0.4343499839,441.9940186,0.2117120177,441.9940186,0.1934469193,
440.9937134,0.1423891932,440.9937134,0.4467712045,440.9937134,0.2257607132,440.9937134,0.2085660547,
439.9931946,0.1428530067,439.9931946,0.459297508,439.9931946,0.2403430641,439.9931946,0.2242938876,
438.9924927,0.1432433575,438.9924927,0.4753068686,438.9924927,0.257866323,438.9924927,0.2439546138,
437.9916077,0.1436542571,437.9916077,0.4921717942,437.9916077,0.2768059075,437.9916077,0.2642692924,
436.9906311,0.1438233256,436.9906311,0.5108931661,436.9906311,0.2977108657,436.9906311,0.2873696387,
435.9893188,0.1439935714,435.9893188,0.5306179523,435.9893188,0.3208137453,435.9893188,0.3115467429,
434.9879456,0.1442227066,434.9879456,0.5512763858,434.9879456,0.3439789116,434.9879456,0.3366335034,
433.9863892,0.1445243061,433.9863892,0.5741593242,433.9863892,0.3704725206,433.9863892,0.3657280803,
432.9845581,0.1446678191,432.9845581,0.5980001092,432.9845581,0.3968784511,432.9845581,0.3944655657,
431.9826355,0.1449416131,431.9826355,0.6230064034,431.9826355,0.4256228507,431.9826355,0.4265821874,
431.019104,0.1452464014,431.019104,0.6510955691,431.019104,0.4585208893,431.019104,0.4611053765,
430.0168457,0.145550698,430.0168457,0.6807219386,430.0168457,0.4928066134,430.0168457,0.4993956089,
429.0143738,0.1459067315,429.0143738,0.7141487598,429.0143738,0.532171607,429.0143738,0.5414369702,
428.0117188,0.1462443769,428.0117188,0.7483357787,428.0117188,0.5723267794,428.0117188,0.584115386,
427.0089417,0.1464848816,427.0089417,0.7847502828,427.0089417,0.615891397,427.0089417,0.6305183172,
426.0059814,0.1467947811,426.0059814,0.8245046139,426.0059814,0.6609459519,426.0059814,0.6801127195,
425.0028076,0.1471291929,425.0028076,0.8646700382,425.0028076,0.7066882253,425.0028076,0.7290658355,
423.9994812,0.1474662721,423.9994812,0.9042903781,423.9994812,0.7536722422,423.9994812,0.7805261016,
422.9960022,0.1478241235,422.9960022,0.9455278516,422.9960022,0.8010581136,422.9960022,0.8319140673,
421.9923096,0.1482605189,421.9923096,0.9910058975,421.9923096,0.8544347286,421.9923096,0.889205873,
420.9884644,0.1485014707,420.9884644,1.037928343,420.9884644,0.9082731009,420.9884644,0.9469376802,
419.9844971,0.1488770247,419.9844971,1.08458221,419.9844971,0.9660156369,419.9844971,1.006927371,
419.0189514,0.1492249817,419.0189514,1.13448,419.0189514,1.022763968,419.0189514,1.07085216,
418.0145569,0.1495987922,418.0145569,1.187110662,418.0145569,1.082953095,418.0145569,1.134551287,
417.0100098,0.1500071734,417.0100098,1.245072365,417.0100098,1.151408792,417.0100098,1.208156109,
416.0053101,0.1505092531,416.0053101,1.310512781,416.0053101,1.227755785,416.0053101,1.292119026,
415.0004883,0.1510663778,415.0004883,1.382835865,415.0004883,1.315324306,415.0004883,1.382839799,
413.9955139,0.1511351913,413.9955139,1.456449509,413.9955139,1.401035428,413.9955139,1.474886894,
412.9902649,0.1518014222,412.9902649,1.533181429,412.9902649,1.495011568,412.9902649,1.575806379,
411.9848938,0.1524564624,411.9848938,1.623938441,411.9848938,1.595196605,411.9848938,1.683846235,
411.0181274,0.1530109048,411.0181274,1.714033127,411.0181274,1.70652318,411.0181274,1.799500942,
410.0123596,0.1531780958,410.0123596,1.815903902,410.0123596,1.816331625,410.0123596,1.926176906,
409.0065613,0.1538110673,409.0065613,1.922074199,409.0065613,1.941616416,409.0065613,2.056696177,
408.0004883,0.1546984017,408.0004883,2.037982225,408.0004883,2.063619137,408.0004883,2.194804907,
406.9942932,0.1553105712,406.9942932,2.155636072,406.9942932,2.219102383,406.9942932,2.356305838,
405.9879761,0.1560465544,405.9879761,2.289507389,405.9879761,2.358365297,405.9879761,2.519759893,
404.9814453,0.156781435,404.9814453,2.446671724,404.9814453,2.557886124,404.9814453,2.693329811,
404.0134888,0.1572794318,404.0134888,2.581959009,404.0134888,2.675160408,404.0134888,2.85857296,
403.0066528,0.158169046,403.0066528,2.728365898,403.0066528,2.880079269,403.0066528,2.928715229,
401.9996338,0.1588002741,401.9996338,2.874020576,401.9996338,2.984808683,401.9996338,3.083364725,
400.9924927,0.1596796662,400.9924927,3.00870204,400.9924927,3.160035372,400.9924927,3.3039186,
399.9851379,0.1610851139,399.9851379,3.30567193,399.9851379,3.556900501,399.9851379,3.37541151,
399.0163574,0.1618337184,399.0163574,3.413156271,399.0163574,3.496147871,399.0163574,3.636700153,
398.0087585,0.1628863662,398.0087585,3.341939211,398.0087585,3.455800533,398.0087585,3.479592323,
397.0009155,0.1644742638,397.0009155,3.586190939,397.0009155,3.392961264,397.0009155,3.946260452,
395.9929199,0.1659893692,395.9929199,3.638025761,395.9929199,4.176931381,395.9929199,3.66302228,
394.9848022,0.1676640213,394.9848022,4.384013653,394.9848022,3.667879343,394.9848022,3.689477205,
394.0153198,0.1686879843,394.0153198,4.000555515,394.0153198,3.69660759,394.0153198,3.792369127,
393.0068359,0.1705443859,393.0068359,4.102044106,393.0068359,3.729545116,393.0068359,3.966248035,
391.99823,0.1722166389,391.99823,4.358081818,391.99823,3.731094122,391.99823,3.700760365,
390.9894714,0.1735563725,390.9894714,3.56256628,390.9894714,4.214048862,390.9894714,3.676290751,
390.0193176,0.1757924408,390.0193176,10,390.0193176,3.969929695,390.0193176,3.807622671,
389.0102539,0.1778261662,389.0102539,4.184104443,389.0102539,3.872739553,389.0102539,3.762351036,
388.0010071,0.179997474,388.0010071,4.112318516,388.0010071,3.965855598,388.0010071,3.931336641,
386.9916077,0.181763649,386.9916077,3.868811607,386.9916077,3.877897263,386.9916077,3.612085104,
385.9820557,0.1847694516,385.9820557,3.979248762,385.9820557,3.982697964,385.9820557,3.704227686,
385.0112,0.1878841668,385.0112,10,385.0112,4.358737469,385.0112,3.756551743,
384.0012817,0.190679431,384.0012817,3.91599679,384.0012817,3.68306613,384.0012817,10,
382.9913025,0.1936015636,382.9913025,10,382.9913025,3.75667119,382.9913025,4.096683025,
381.9811096,0.1972408742,381.9811096,4.058869839,381.9811096,3.449418545,381.9811096,4.177945614,
381.009613,0.2009024322,381.009613,3.777452469,381.009613,3.493981123,381.009613,3.640064955,
379.9991455,0.2054270506,379.9991455,10,379.9991455,3.768631935,379.9991455,4.702352524,
378.9885254,0.2103033662,378.9885254,4.179384232,378.9885254,3.912637949,378.9885254,3.79780817,
378.0166016,0.2146557719,378.0166016,4.644368172,378.0166016,4.165058613,378.0166016,3.816940546,
377.0056763,0.2187834531,377.0056763,10,377.0056763,3.731174231,377.0056763,4.097028732,
375.9945679,0.2237348557,375.9945679,3.700396061,375.9945679,3.597044706,375.9945679,3.867539167,
374.9833069,0.2297756523,374.9833069,10,374.9833069,3.752463579,374.9833069,3.468397141,
374.0108337,0.2357956469,374.0108337,3.789373159,374.0108337,3.741816521,374.0108337,3.510311842,
372.9992981,0.2419497818,372.9992981,3.633635283,372.9992981,3.508656502,372.9992981,3.807964087,
371.9875793,0.2487418652,371.9875793,4.388142586,371.9875793,10,371.9875793,10,
371.014679,0.2548826635,371.014679,10,371.014679,4.461699486,371.014679,10,
370.002655,0.2630578578,370.002655,10,370.002655,4.718709469,370.002655,4.28939724,
368.9905396,0.2712827325,368.9905396,4.238524437,368.9905396,4.231159687,368.9905396,10,
368.0171814,0.2787859142,368.0171814,3.827664137,368.0171814,3.563854456,368.0171814,4.603486538,
367.0047607,0.2868053019,367.0047607,3.744338512,367.0047607,10,367.0047607,3.892299652,
365.992157,0.2960464358,365.992157,10,365.992157,10,365.992157,10,
365.0183716,0.3056445122,365.0183716,4.468261242,365.0183716,4.339182854,365.0183716,10,
364.0054932,0.3158752322,364.0054932,10,364.0054932,10,364.0054932,10,
362.9924622,0.327052623,362.9924622,10,362.9924622,10,362.9924622,10,
362.01828,0.3354510367,362.01828,10,362.01828,4.366916656,362.01828,4.245490551,
361.0049438,0.345659852,361.0049438,10,361.0049438,10,361.0049438,10,
359.9914856,0.358359009,359.9914856,4.721800327,359.9914856,4.41499567,359.9914856,3.930553198,
359.0168762,0.3725151718,359.0168762,10,359.0168762,10,359.0168762,10,
358.0031128,0.384049356,358.0031128,10,358.0031128,10,358.0031128,10,
356.9892273,0.3953878284,356.9892273,10,356.9892273,4.205494404,356.9892273,4.674380302,
356.0141907,0.4093212485,356.0141907,10,356.0141907,10,356.0141907,4.068979263,
355.0000305,0.423900336,355.0000305,3.881958246,355.0000305,4.868597031,355.0000305,10,
353.9856873,0.4387435615,353.9856873,10,353.9856873,4.443665028,353.9856873,10,
353.0102539,0.451571703,353.0102539,3.441365957,353.0102539,3.484864235,353.0102539,3.555581093,
351.995636,0.4665930569,351.995636,4.203125954,351.995636,4.098777294,351.995636,3.857192516,
350.980896,0.4825037718,350.980896,10,350.980896,10,350.980896,3.905613899,
350.0050659,0.498085469,350.0050659,3.80519557,350.0050659,4.306868553,350.0050659,4.701321602,
348.9899902,0.5149730444,348.9899902,10,348.9899902,3.667104721,348.9899902,10,
348.0138855,0.5312758684,348.0138855,10,348.0138855,10,348.0138855,3.616479158,
346.9985352,0.5500280261,346.9985352,10,346.9985352,10,346.9985352,10,
345.9830933,0.5690636635,345.9830933,10,345.9830933,10,345.9830933,10,
345.0065918,0.5889841914,345.0065918,10,345.0065918,4.127997398,345.0065918,10,
343.9908447,0.6090441346,343.9908447,4.068768978,343.9908447,3.539511681,343.9908447,4.486120701,
343.0140686,0.6287354231,343.0140686,10,343.0140686,3.692998886,343.0140686,3.407035112,
341.9980774,0.6495624185,341.9980774,3.288676739,341.9980774,10,341.9980774,3.182642937,
340.9819336,0.6719232798,340.9819336,10,340.9819336,3.115603924,340.9819336,3.408620358,
340.0047607,0.695548892,340.0047607,10,340.0047607,10,340.0047607,3.672881365,
338.9883728,0.7204678059,338.9883728,3.258304834,338.9883728,3.645531654,338.9883728,3.916612625,
338.0108948,0.7403540015,338.0108948,10,338.0108948,3.311545134,338.0108948,3.634219646,
336.9942017,0.7643162608,336.9942017,3.377423048,336.9942017,3.244060993,336.9942017,10,
336.01651,0.7887728214,336.01651,10,336.01651,10,336.01651,10,
334.9995728,0.8168230057,334.9995728,3.852974892,334.9995728,3.848323822,334.9995728,3.614248753,
333.9824829,0.8450372815,333.9824829,10,333.9824829,10,333.9824829,10,
333.0043945,0.8684501648,333.0043945,3.592692375,333.0043945,10,333.0043945,10,
331.98703,0.8944528699,331.98703,10,331.98703,3.147011757,331.98703,3.769664764,
331.0086975,0.9215360284,331.0086975,10,331.0086975,3.438247204,331.0086975,10,
329.9910889,0.9503548741,329.9910889,10,329.9910889,4.022745132,329.9910889,10,
329.0124512,0.9765068293,329.0124512,10,329.0124512,10,329.0124512,3.345250368,
327.9945679,1.002361059,327.9945679,10,327.9945679,3.452805758,327.9945679,3.012177229,
327.0157471,1.026781321,327.0157471,10,327.0157471,10,327.0157471,10,
325.9975891,1.051194668,325.9975891,4.326332092,325.9975891,10,325.9975891,4.016955853,
325.0184937,1.078672409,325.0184937,3.43221426,325.0184937,4.0415411,325.0184937,10,
324.000061,1.102050781,324.000061,3.446819067,324.000061,3.140697241,324.000061,3.441394806,
322.9815674,1.122559667,322.9815674,10,322.9815674,10,322.9815674,10,
322.0020752,1.145918131,322.0020752,10,322.0020752,3.160914183,322.0020752,3.256788015,
320.9833069,1.171174288,320.9833069,10,320.9833069,10,320.9833069,10,
320.00354,1.197585106,320.00354,10,320.00354,3.870028734,320.00354,3.090063572,
318.9845276,1.221915007,318.9845276,3.706757307,318.9845276,3.277258158,318.9845276,3.876508951,
318.0045471,1.243690014,318.0045471,10,318.0045471,10,318.0045471,3.117805481,
316.98526,1.268056512,316.98526,3.642247677,316.98526,2.927819252,316.98526,10,
316.0050049,1.292355776,316.0050049,10,316.0050049,3.838412046,316.0050049,10,
314.9854431,1.315226078,314.9854431,3.330725193,314.9854431,3.175387383,314.9854431,10,
314.0049744,1.336043715,314.0049744,4.136469841,314.0049744,3.094018221,314.0049744,10,
312.9852295,1.357417226,312.9852295,10,312.9852295,3.625963926,312.9852295,3.203315735,
312.0045166,1.375316978,312.0045166,3.244460821,312.0045166,3.238103151,312.0045166,10,
310.984436,1.393964767,310.984436,10,310.984436,2.727880239,310.984436,2.85605979,
310.003479,1.413061857,310.003479,10,310.003479,3.547603846,310.003479,3.071088552,
308.9832153,1.430876732,308.9832153,2.950389624,308.9832153,10,308.9832153,3.370584011,
308.0020447,1.445307732,308.0020447,3.799821138,308.0020447,2.952638626,308.0020447,3.05316329,
306.9814758,1.463945508,306.9814758,4.067233086,306.9814758,3.206860781,306.9814758,10,
306.000061,1.479888916,306.000061,2.885218382,306.000061,10,306.000061,3.748392105,
305.0185547,1.50360024,305.0185547,2.833012104,305.0185547,3.11874342,305.0185547,2.692698956,
303.9976501,1.524202347,303.9976501,10,303.9976501,3.250759602,303.9976501,10,
303.0158691,1.545715332,303.0158691,3.160549879,303.0158691,2.979746342,303.0158691,10,
301.9946899,1.567245483,301.9946899,2.718122482,301.9946899,2.885717154,301.9946899,10,
301.0127258,1.593798876,301.0127258,10,301.0127258,2.915171146,301.0127258,2.81289649,
299.9913635,1.630663753,299.9913635,2.862122774,299.9913635,2.532972813,299.9913635,3.066358089,
299.0091248,1.673936725,299.0091248,2.810630322,299.0091248,2.994714737,299.0091248,2.923545361,
297.9874573,1.724532247,297.9874573,3.497985125,297.9874573,3.497935772,297.9874573,2.719755888,
297.0050049,1.784328818,297.0050049,2.591540813,297.0050049,2.732779503,297.0050049,2.821590185,
295.9831238,1.875317931,295.9831238,2.855511427,295.9831238,2.72062993,295.9831238,2.58591032,
295.0004272,1.99502492,295.0004272,2.604635715,295.0004272,2.739312172,295.0004272,3.210658312,
294.0176392,2.118904114,294.0176392,2.573847294,294.0176392,10,294.0176392,2.752532959,
292.9954529,2.24865222,292.9954529,2.210753679,292.9954529,2.555301428,292.9954529,2.307734728,
292.0124512,2.36542511,292.0124512,2.218249559,292.0124512,2.215214729,292.0124512,2.35804534,
290.9899597,2.406682491,290.9899597,10,290.9899597,2.128773451,290.9899597,2.301847458,
290.0067139,2.422667265,290.0067139,2.256504774,290.0067139,2.138779879,290.0067139,2.436038256,
288.9840393,2.504613876,288.9840393,2.051864386,288.9840393,1.987783313,288.9840393,1.994953036,
288.0006104,2.624134541,288.0006104,1.864849567,288.0006104,1.768305659,288.0006104,2.290496111,
287.0170288,2.788773298,287.0170288,1.989470482,287.0170288,1.909831643,287.0170288,10,
285.993988,2.993775368,285.993988,1.410172582,285.993988,2.190309525,285.993988,1.294525504,
285.0101929,3.247844458,285.0101929,10,285.0101929,1.600418568,285.0101929,1.504494429,
283.986969,3.538203239,283.986969,0.6855992675,283.986969,1.4129076,283.986969,1.113037705,
283.0029297,3.813007832,283.0029297,1.049597621,283.0029297,10,283.0029297,1.180341721,
282.0188293,3.941358328,282.0188293,1.571452737,282.0188293,0.6576071978,282.0188293,0.7231507301,
280.9952087,4.334834099,280.9952087,1.11510694,280.9952087,0.1183818355,280.9952087,-0.03554626182,
280.0108948,4.349003792,280.0108948,10,280.0108948,0.7502712011,280.0108948,0.7377191782,
278.9870911,4.423087597,278.9870911,10,278.9870911,10,278.9870911,0.349483639,
278.0025635,4.699894905,278.0025635,0.2271382064,278.0025635,-0.2482824624,278.0025635,-0.3798455894,
277.0178833,4.211514473,277.0178833,0.0837007761,277.0178833,0.1615130454,277.0178833,0.2595099211,
275.9937134,10,275.9937134,10,275.9937134,10,275.9937134,10,
275.0088806,4.510669708,275.0088806,10,275.0088806,0.06706355512,275.0088806,0.2348191142,
273.9844666,4.365171432,273.9844666,0.5655943751,273.9844666,0.3469747603,273.9844666,0.03689220175,
272.9993896,4.316669464,272.9993896,0.02956748568,272.9993896,0.5337851644,272.9993896,0.2852166295,
272.0142517,4.473199844,272.0142517,0.001401343266,272.0142517,-0.2024032772,272.0142517,-0.1527040154,
270.989563,4.538967133,270.989563,0.6419237852,270.989563,10,270.989563,-0.08460620046,
270.0041504,4.218059063,270.0041504,10,270.0041504,0.1962681264,270.0041504,10,
269.0186768,4.123492241,269.0186768,0.2957307696,269.0186768,0.9508248568,269.0186768,0.1976031512,
267.9936523,4.608310223,267.9936523,10,267.9936523,0.08282078803,267.9936523,0.3024546206,
267.0079651,10,267.0079651,-0.6625121832,267.0079651,10,267.0079651,10,
265.9827576,4.166854858,265.9827576,0.4414108396,265.9827576,0.1880250573,265.9827576,0.3106535077,
